nome_produto,nome_cliente,regiao,ano,mes,data_base,quantidade
"Racing Socks, L",Distant Inn,California,2013,5,2013-05-30,13
"Sport-100 Helmet, Red",Distant Inn,California,2013,5,2013-05-30,3
HL Road Pedal,Distant Inn,California,2013,5,2013-05-30,4
"Road-350-W Yellow, 48",Distant Inn,California,2013,5,2013-05-30,3
"Racing Socks, M",Distant Inn,California,2013,5,2013-05-30,14
"Short-Sleeve Classic Jersey, XL",Distant Inn,California,2013,5,2013-05-30,2
"Sport-100 Helmet, Blue",Distant Inn,California,2013,5,2013-05-30,2
"Road-350-W Yellow, 40",Distant Inn,California,2013,5,2013-05-30,4
Water Bottle - 30 oz.,Distant Inn,California,2013,5,2013-05-30,6
"Classic Vest, S",Distant Inn,California,2013,5,2013-05-30,5
"Road-250 Black, 48",Elite Bikes,Texas,2012,10,2012-10-30,3
"Road-650 Black, 58",Elite Bikes,Texas,2012,10,2012-10-30,4
Cable Lock,Elite Bikes,Texas,2012,10,2012-10-30,1
"Sport-100 Helmet, Red",Elite Bikes,Texas,2012,10,2012-10-30,8
"Road-550-W Yellow, 48",Elite Bikes,Texas,2012,10,2012-10-30,4
"Long-Sleeve Logo Jersey, XL",Elite Bikes,Texas,2012,10,2012-10-30,4
"ML Road Frame-W - Yellow, 48",Elite Bikes,Texas,2012,10,2012-10-30,4
"Men's Bib-Shorts, S",Elite Bikes,Texas,2012,10,2012-10-30,6
Minipump,Elite Bikes,Texas,2012,10,2012-10-30,3
"Road-250 Black, 52",Elite Bikes,Texas,2012,10,2012-10-30,3
"Road-550-W Yellow, 40",Elite Bikes,Texas,2012,10,2012-10-30,1
"Road-550-W Yellow, 42",Elite Bikes,Texas,2012,10,2012-10-30,1
"Women's Tights, S",Elite Bikes,Texas,2012,10,2012-10-30,4
"Road-650 Red, 48",Elite Bikes,Texas,2012,10,2012-10-30,3
"Road-650 Red, 60",Elite Bikes,Texas,2012,10,2012-10-30,5
"Women's Tights, M",Elite Bikes,Texas,2012,10,2012-10-30,2
"ML Road Frame-W - Yellow, 38",Elite Bikes,Texas,2012,10,2012-10-30,2
"Sport-100 Helmet, Black",Elite Bikes,Texas,2012,10,2012-10-30,4
"LL Road Frame - Red, 44",Elite Bikes,Texas,2012,10,2012-10-30,1
"Men's Bib-Shorts, L",Elite Bikes,Texas,2012,10,2012-10-30,5
"HL Road Frame - Red, 62",Elite Bikes,Texas,2012,10,2012-10-30,1
"Men's Sports Shorts, S",Elite Bikes,Texas,2012,10,2012-10-30,2
"Women's Tights, L",Elite Bikes,Texas,2012,10,2012-10-30,8
"Road-650 Black, 52",Elite Bikes,Texas,2012,10,2012-10-30,2
"Road-250 Red, 52",Elite Bikes,Texas,2012,10,2012-10-30,1
LL Road Rear Wheel,Elite Bikes,Texas,2012,10,2012-10-30,2
"Road-650 Red, 44",Elite Bikes,Texas,2012,10,2012-10-30,6
HL Road Handlebars,Elite Bikes,Texas,2012,10,2012-10-30,2
"Sport-100 Helmet, Blue",Elite Bikes,Texas,2012,10,2012-10-30,7
"Long-Sleeve Logo Jersey, M",Elite Bikes,Texas,2012,10,2012-10-30,8
"LL Road Frame - Red, 60",Elite Bikes,Texas,2012,10,2012-10-30,1
"Men's Bib-Shorts, M",Elite Bikes,Texas,2012,10,2012-10-30,3
"Road-250 Black, 44",Elite Bikes,Texas,2012,10,2012-10-30,3
"ML Road Frame-W - Yellow, 44",Elite Bikes,Texas,2012,10,2012-10-30,4
"Men's Sports Shorts, M",Elite Bikes,Texas,2012,10,2012-10-30,4
"Half-Finger Gloves, S",Elite Bikes,Texas,2012,10,2012-10-30,5
"Road-550-W Yellow, 38",Elite Bikes,Texas,2012,10,2012-10-30,10
"Half-Finger Gloves, M",Elite Bikes,Texas,2012,10,2012-10-30,6
"LL Road Frame - Red, 48",Elite Bikes,Texas,2012,10,2012-10-30,1
"Road-650 Red, 62",Elite Bikes,Texas,2012,10,2012-10-30,2
"Road-650 Black, 44",Elite Bikes,Texas,2012,10,2012-10-30,5
AWC Logo Cap,Elite Bikes,Texas,2012,10,2012-10-30,12
"Long-Sleeve Logo Jersey, L",Elite Bikes,Texas,2012,10,2012-10-30,14
"Men's Sports Shorts, L",Elite Bikes,Texas,2012,10,2012-10-30,2
LL Road Rear Wheel,Elite Bikes,Texas,2013,1,2013-01-28,2
"Road-250 Red, 44",Elite Bikes,Texas,2013,1,2013-01-28,2
"Road-650 Black, 52",Elite Bikes,Texas,2013,1,2013-01-28,6
"ML Road Frame-W - Yellow, 44",Elite Bikes,Texas,2013,1,2013-01-28,1
"Long-Sleeve Logo Jersey, XL",Elite Bikes,Texas,2013,1,2013-01-28,3
"Road-250 Black, 44",Elite Bikes,Texas,2013,1,2013-01-28,1
"Men's Sports Shorts, M",Elite Bikes,Texas,2013,1,2013-01-28,4
"Men's Sports Shorts, S",Elite Bikes,Texas,2013,1,2013-01-28,1
"Men's Bib-Shorts, S",Elite Bikes,Texas,2013,1,2013-01-28,2
"ML Road Frame-W - Yellow, 48",Elite Bikes,Texas,2013,1,2013-01-28,1
Minipump,Elite Bikes,Texas,2013,1,2013-01-28,5
"Women's Tights, L",Elite Bikes,Texas,2013,1,2013-01-28,5
"Half-Finger Gloves, M",Elite Bikes,Texas,2013,1,2013-01-28,2
AWC Logo Cap,Elite Bikes,Texas,2013,1,2013-01-28,5
"Men's Bib-Shorts, M",Elite Bikes,Texas,2013,1,2013-01-28,6
"Sport-100 Helmet, Red",Elite Bikes,Texas,2013,1,2013-01-28,2
"Road-650 Red, 60",Elite Bikes,Texas,2013,1,2013-01-28,3
"Women's Tights, S",Elite Bikes,Texas,2013,1,2013-01-28,6
"Road-650 Red, 48",Elite Bikes,Texas,2013,1,2013-01-28,3
"LL Road Frame - Red, 44",Elite Bikes,Texas,2013,1,2013-01-28,2
"ML Road Frame-W - Yellow, 38",Elite Bikes,Texas,2013,1,2013-01-28,3
"Road-650 Red, 44",Elite Bikes,Texas,2013,1,2013-01-28,2
"Road-650 Black, 58",Elite Bikes,Texas,2013,1,2013-01-28,2
Cable Lock,Elite Bikes,Texas,2013,1,2013-01-28,8
"Road-550-W Yellow, 40",Elite Bikes,Texas,2013,1,2013-01-28,1
"Long-Sleeve Logo Jersey, L",Elite Bikes,Texas,2013,1,2013-01-28,6
"Long-Sleeve Logo Jersey, M",Elite Bikes,Texas,2013,1,2013-01-28,2
"Road-550-W Yellow, 48",Elite Bikes,Texas,2013,1,2013-01-28,1
"Sport-100 Helmet, Black",Elite Bikes,Texas,2013,1,2013-01-28,5
"Road-650 Black, 44",Elite Bikes,Texas,2013,1,2013-01-28,5
"Road-650 Black, 52",Elite Bikes,Texas,2012,7,2012-07-31,7
"Women's Tights, L",Elite Bikes,Texas,2012,7,2012-07-31,8
"Road-550-W Yellow, 42",Elite Bikes,Texas,2012,7,2012-07-31,2
"Road-650 Red, 60",Elite Bikes,Texas,2012,7,2012-07-31,13
"Road-650 Red, 44",Elite Bikes,Texas,2012,7,2012-07-31,4
"Women's Tights, S",Elite Bikes,Texas,2012,7,2012-07-31,12
"Half-Finger Gloves, M",Elite Bikes,Texas,2012,7,2012-07-31,2
"HL Road Frame - Red, 62",Elite Bikes,Texas,2012,7,2012-07-31,2
"Road-250 Black, 44",Elite Bikes,Texas,2012,7,2012-07-31,1
"Sport-100 Helmet, Black",Elite Bikes,Texas,2012,7,2012-07-31,4
"Road-550-W Yellow, 38",Elite Bikes,Texas,2012,7,2012-07-31,2
"Half-Finger Gloves, S",Elite Bikes,Texas,2012,7,2012-07-31,5
"LL Road Frame - Red, 44",Elite Bikes,Texas,2012,7,2012-07-31,6
"LL Road Frame - Red, 60",Elite Bikes,Texas,2012,7,2012-07-31,7
"Men's Sports Shorts, S",Elite Bikes,Texas,2012,7,2012-07-31,4
HL Road Handlebars,Elite Bikes,Texas,2012,7,2012-07-31,5
"Road-250 Black, 52",Elite Bikes,Texas,2012,7,2012-07-31,3
"Long-Sleeve Logo Jersey, M",Elite Bikes,Texas,2012,7,2012-07-31,9
"Long-Sleeve Logo Jersey, L",Elite Bikes,Texas,2012,7,2012-07-31,5
"Road-550-W Yellow, 48",Elite Bikes,Texas,2012,7,2012-07-31,1
"Road-650 Red, 62",Elite Bikes,Texas,2012,7,2012-07-31,2
Cable Lock,Elite Bikes,Texas,2012,7,2012-07-31,8
"ML Road Frame-W - Yellow, 48",Elite Bikes,Texas,2012,7,2012-07-31,5
"Road-250 Red, 52",Elite Bikes,Texas,2012,7,2012-07-31,4
"Road-250 Red, 44",Elite Bikes,Texas,2012,7,2012-07-31,4
"Road-550-W Yellow, 40",Elite Bikes,Texas,2012,7,2012-07-31,3
"ML Road Frame-W - Yellow, 44",Elite Bikes,Texas,2012,7,2012-07-31,4
"Women's Tights, M",Elite Bikes,Texas,2012,7,2012-07-31,6
"Sport-100 Helmet, Red",Elite Bikes,Texas,2012,7,2012-07-31,14
LL Road Rear Wheel,Elite Bikes,Texas,2012,7,2012-07-31,1
"LL Road Frame - Red, 48",Elite Bikes,Texas,2012,7,2012-07-31,5
"Men's Bib-Shorts, M",Elite Bikes,Texas,2012,7,2012-07-31,4
"Road-650 Black, 58",Elite Bikes,Texas,2012,7,2012-07-31,6
"Half-Finger Gloves, L",Elite Bikes,Texas,2012,7,2012-07-31,6
"Men's Sports Shorts, L",Elite Bikes,Texas,2012,7,2012-07-31,4
"Men's Bib-Shorts, L",Elite Bikes,Texas,2012,7,2012-07-31,2
"Men's Sports Shorts, M",Elite Bikes,Texas,2012,7,2012-07-31,7
"Road-650 Black, 44",Elite Bikes,Texas,2012,7,2012-07-31,4
"Long-Sleeve Logo Jersey, XL",Elite Bikes,Texas,2012,7,2012-07-31,3
"Sport-100 Helmet, Blue",Elite Bikes,Texas,2012,7,2012-07-31,6
"Road-650 Red, 48",Elite Bikes,Texas,2012,7,2012-07-31,6
Minipump,Elite Bikes,Texas,2012,7,2012-07-31,5
AWC Logo Cap,Elite Bikes,Texas,2012,7,2012-07-31,12
"ML Road Frame-W - Yellow, 38",Elite Bikes,Texas,2012,7,2012-07-31,1
"Long-Sleeve Logo Jersey, M",Elite Bikes,Texas,2013,4,2013-04-30,5
"Road-650 Black, 44",Elite Bikes,Texas,2013,4,2013-04-30,1
Minipump,Elite Bikes,Texas,2013,4,2013-04-30,4
"Men's Sports Shorts, L",Elite Bikes,Texas,2013,4,2013-04-30,3
"Half-Finger Gloves, L",Elite Bikes,Texas,2013,4,2013-04-30,1
"Road-650 Red, 60",Elite Bikes,Texas,2013,4,2013-04-30,1
AWC Logo Cap,Elite Bikes,Texas,2013,4,2013-04-30,8
"Women's Tights, S",Elite Bikes,Texas,2013,4,2013-04-30,10
Cable Lock,Elite Bikes,Texas,2013,4,2013-04-30,1
"Road-550-W Yellow, 40",Elite Bikes,Texas,2013,4,2013-04-30,2
"Sport-100 Helmet, Red",Elite Bikes,Texas,2013,4,2013-04-30,17
LL Road Rear Wheel,Elite Bikes,Texas,2013,4,2013-04-30,3
"Men's Bib-Shorts, M",Elite Bikes,Texas,2013,4,2013-04-30,2
"Long-Sleeve Logo Jersey, L",Elite Bikes,Texas,2013,4,2013-04-30,10
"Sport-100 Helmet, Blue",Elite Bikes,Texas,2013,4,2013-04-30,11
"Road-650 Black, 52",Elite Bikes,Texas,2013,4,2013-04-30,4
"Women's Tights, L",Elite Bikes,Texas,2013,4,2013-04-30,9
"Half-Finger Gloves, S",Elite Bikes,Texas,2013,4,2013-04-30,3
"Road-650 Red, 44",Elite Bikes,Texas,2013,4,2013-04-30,3
"Road-250 Black, 52",Elite Bikes,Texas,2013,4,2013-04-30,1
"Road-550-W Yellow, 38",Elite Bikes,Texas,2013,4,2013-04-30,2
"HL Road Frame - Red, 62",Elite Bikes,Texas,2013,4,2013-04-30,4
"Road-250 Black, 48",Elite Bikes,Texas,2013,4,2013-04-30,4
"Long-Sleeve Logo Jersey, XL",Elite Bikes,Texas,2013,4,2013-04-30,4
"Half-Finger Gloves, M",Elite Bikes,Texas,2013,4,2013-04-30,6
"Road-650 Red, 48",Elite Bikes,Texas,2013,4,2013-04-30,2
"Road-550-W Yellow, 42",Elite Bikes,Texas,2013,4,2013-04-30,3
"Men's Bib-Shorts, L",Elite Bikes,Texas,2013,4,2013-04-30,5
"Road-250 Red, 52",Elite Bikes,Texas,2013,4,2013-04-30,1
"ML Road Frame-W - Yellow, 38",Elite Bikes,Texas,2013,4,2013-04-30,2
"Men's Sports Shorts, S",Elite Bikes,Texas,2013,4,2013-04-30,1
"Road-650 Red, 62",Elite Bikes,Texas,2013,4,2013-04-30,5
"LL Road Frame - Red, 60",Elite Bikes,Texas,2013,4,2013-04-30,4
"Road-650 Black, 58",Elite Bikes,Texas,2013,4,2013-04-30,2
"Women's Tights, M",Elite Bikes,Texas,2013,4,2013-04-30,1
"ML Road Frame-W - Yellow, 48",Elite Bikes,Texas,2013,4,2013-04-30,2
"ML Road Frame-W - Yellow, 44",Elite Bikes,Texas,2013,4,2013-04-30,2
"Sport-100 Helmet, Black",Elite Bikes,Texas,2013,4,2013-04-30,3
"Road-250 Black, 44",Elite Bikes,Texas,2013,4,2013-04-30,6
"Men's Sports Shorts, M",Elite Bikes,Texas,2013,4,2013-04-30,2
"Men's Bib-Shorts, S",Elite Bikes,Texas,2013,4,2013-04-30,2
"LL Road Frame - Red, 48",Elite Bikes,Texas,2013,4,2013-04-30,1
"Road-650 Red, 44",Getaway Inn,France,2012,10,2012-10-30,1
"Road-550-W Yellow, 42",Getaway Inn,France,2012,10,2012-10-30,1
"Road-250 Black, 52",Getaway Inn,France,2012,10,2012-10-30,4
"Road-550-W Yellow, 38",Getaway Inn,France,2012,10,2012-10-30,1
"HL Road Frame - Black, 44",Getaway Inn,France,2012,10,2012-10-30,2
"Road-650 Red, 52",Getaway Inn,France,2012,10,2012-10-30,3
"Half-Finger Gloves, L",Getaway Inn,France,2012,10,2012-10-30,1
ML Road Front Wheel,Getaway Inn,France,2012,10,2012-10-30,3
"Road-250 Black, 44",Getaway Inn,France,2012,10,2012-10-30,1
"Road-550-W Yellow, 48",Getaway Inn,France,2012,10,2012-10-30,1
"Road-250 Red, 52",Getaway Inn,France,2012,10,2012-10-30,2
"Road-550-W Yellow, 40",Getaway Inn,France,2012,10,2012-10-30,2
HL Road Front Wheel,Getaway Inn,France,2012,10,2012-10-30,1
"LL Road Frame - Black, 52",Getaway Inn,France,2012,10,2012-10-30,1
"Road-650 Black, 60",Getaway Inn,France,2012,10,2012-10-30,2
"Road-650 Black, 52",Getaway Inn,France,2012,10,2012-10-30,3
"Road-650 Red, 60",Getaway Inn,France,2012,10,2012-10-30,3
"ML Road Frame-W - Yellow, 44",Getaway Inn,France,2012,10,2012-10-30,3
"HL Road Frame - Red, 62",Getaway Inn,France,2012,10,2012-10-30,3
"LL Road Frame - Red, 62",Getaway Inn,France,2012,10,2012-10-30,5
"LL Road Frame - Black, 58",Getaway Inn,France,2012,10,2012-10-30,1
"Road-650 Black, 58",Getaway Inn,France,2012,10,2012-10-30,5
"ML Road Frame-W - Yellow, 48",Getaway Inn,France,2012,10,2012-10-30,3
"LL Road Frame - Red, 60",Getaway Inn,France,2012,10,2012-10-30,2
"Road-250 Black, 48",Getaway Inn,France,2012,10,2012-10-30,1
"LL Road Frame - Red, 48",Getaway Inn,France,2012,10,2012-10-30,2
HL Road Handlebars,Getaway Inn,France,2012,10,2012-10-30,3
"HL Road Frame - Black, 48",Getaway Inn,France,2013,7,2013-07-31,4
Hitch Rack - 4-Bike,Getaway Inn,France,2013,7,2013-07-31,28
"Long-Sleeve Logo Jersey, XL",Getaway Inn,France,2013,7,2013-07-31,10
"Road-750 Black, 58",Getaway Inn,France,2013,7,2013-07-31,8
"ML Road Frame-W - Yellow, 38",Getaway Inn,France,2013,7,2013-07-31,1
"Sport-100 Helmet, Black",Getaway Inn,France,2013,7,2013-07-31,6
"Long-Sleeve Logo Jersey, M",Getaway Inn,France,2013,7,2013-07-31,6
"Road-250 Black, 52",Getaway Inn,France,2013,7,2013-07-31,1
"Road-550-W Yellow, 40",Getaway Inn,France,2013,7,2013-07-31,1
ML Road Pedal,Getaway Inn,France,2013,7,2013-07-31,2
"Half-Finger Gloves, L",Getaway Inn,France,2013,7,2013-07-31,6
"Road-550-W Yellow, 42",Getaway Inn,France,2013,7,2013-07-31,3
HL Road Pedal,Getaway Inn,France,2013,7,2013-07-31,3
"Long-Sleeve Logo Jersey, L",Getaway Inn,France,2013,7,2013-07-31,3
AWC Logo Cap,Getaway Inn,France,2013,7,2013-07-31,9
"Racing Socks, L",Getaway Inn,France,2013,7,2013-07-31,2
"Sport-100 Helmet, Blue",Getaway Inn,France,2013,7,2013-07-31,10
"Road-750 Black, 48",Getaway Inn,France,2013,7,2013-07-31,3
Hydration Pack - 70 oz.,Getaway Inn,France,2013,7,2013-07-31,4
LL Road Pedal,Getaway Inn,France,2013,7,2013-07-31,1
"HL Road Frame - Black, 44",Getaway Inn,France,2013,7,2013-07-31,3
"Short-Sleeve Classic Jersey, S",Getaway Inn,France,2013,7,2013-07-31,8
"Half-Finger Gloves, M",Getaway Inn,France,2013,7,2013-07-31,6
"ML Road Frame-W - Yellow, 48",Getaway Inn,France,2013,7,2013-07-31,2
"Classic Vest, S",Getaway Inn,France,2013,7,2013-07-31,12
"Short-Sleeve Classic Jersey, L",Getaway Inn,France,2013,7,2013-07-31,19
"Half-Finger Gloves, S",Getaway Inn,France,2013,7,2013-07-31,4
"Road-550-W Yellow, 38",Getaway Inn,France,2013,7,2013-07-31,3
"Classic Vest, M",Getaway Inn,France,2013,7,2013-07-31,8
Patch Kit/8 Patches,Getaway Inn,France,2013,7,2013-07-31,7
"Road-250 Black, 44",Getaway Inn,France,2013,7,2013-07-31,3
"Road-350-W Yellow, 42",Getaway Inn,France,2013,7,2013-07-31,2
"LL Road Frame - Black, 52",Getaway Inn,France,2013,7,2013-07-31,2
Bike Wash - Dissolver,Getaway Inn,France,2013,7,2013-07-31,7
"Road-250 Black, 48",Getaway Inn,France,2013,7,2013-07-31,2
"Short-Sleeve Classic Jersey, XL",Getaway Inn,France,2013,7,2013-07-31,8
"LL Road Frame - Black, 58",Getaway Inn,France,2013,7,2013-07-31,3
"Road-750 Black, 52",Getaway Inn,France,2013,7,2013-07-31,3
HL Road Handlebars,Getaway Inn,France,2013,7,2013-07-31,3
"Sport-100 Helmet, Red",Getaway Inn,France,2013,7,2013-07-31,15
"Road-550-W Yellow, 48",Getaway Inn,France,2013,7,2013-07-31,2
Water Bottle - 30 oz.,Getaway Inn,France,2013,7,2013-07-31,9
"Sport-100 Helmet, Red",Getaway Inn,France,2014,5,2014-05-01,10
"Road-750 Black, 58",Getaway Inn,France,2014,5,2014-05-01,2
"Sport-100 Helmet, Blue",Getaway Inn,France,2014,5,2014-05-01,16
"Half-Finger Gloves, L",Getaway Inn,France,2014,5,2014-05-01,1
"HL Road Frame - Black, 44",Getaway Inn,France,2014,5,2014-05-01,1
"Short-Sleeve Classic Jersey, S",Getaway Inn,France,2014,5,2014-05-01,6
"Road-550-W Yellow, 42",Getaway Inn,France,2014,5,2014-05-01,1
"Short-Sleeve Classic Jersey, XL",Getaway Inn,France,2014,5,2014-05-01,14
"Half-Finger Gloves, M",Getaway Inn,France,2014,5,2014-05-01,11
HL Road Handlebars,Getaway Inn,France,2014,5,2014-05-01,2
"Classic Vest, S",Getaway Inn,France,2014,5,2014-05-01,9
"LL Road Frame - Black, 58",Getaway Inn,France,2014,5,2014-05-01,2
"ML Road Frame-W - Yellow, 44",Getaway Inn,France,2014,5,2014-05-01,2
"Long-Sleeve Logo Jersey, M",Getaway Inn,France,2014,5,2014-05-01,5
"Road-350-W Yellow, 42",Getaway Inn,France,2014,5,2014-05-01,4
"Road-250 Black, 48",Getaway Inn,France,2014,5,2014-05-01,1
HL Road Pedal,Getaway Inn,France,2014,5,2014-05-01,1
"Road-750 Black, 52",Getaway Inn,France,2014,5,2014-05-01,11
"Road-550-W Yellow, 48",Getaway Inn,France,2014,5,2014-05-01,1
Bike Wash - Dissolver,Getaway Inn,France,2014,5,2014-05-01,12
Hydration Pack - 70 oz.,Getaway Inn,France,2014,5,2014-05-01,11
"Road-350-W Yellow, 40",Getaway Inn,France,2014,5,2014-05-01,3
"Short-Sleeve Classic Jersey, L",Getaway Inn,France,2014,5,2014-05-01,12
"Road-750 Black, 48",Getaway Inn,France,2014,5,2014-05-01,3
"Road-250 Black, 44",Getaway Inn,France,2014,5,2014-05-01,1
"Classic Vest, M",Getaway Inn,France,2014,5,2014-05-01,8
"Racing Socks, L",Getaway Inn,France,2014,5,2014-05-01,3
AWC Logo Cap,Getaway Inn,France,2014,5,2014-05-01,12
"Long-Sleeve Logo Jersey, XL",Getaway Inn,France,2014,5,2014-05-01,8
"Half-Finger Gloves, S",Getaway Inn,France,2014,5,2014-05-01,6
"Sport-100 Helmet, Black",Getaway Inn,France,2014,5,2014-05-01,8
ML Road Pedal,Getaway Inn,France,2014,5,2014-05-01,2
"LL Road Frame - Black, 52",Getaway Inn,France,2014,5,2014-05-01,3
Hitch Rack - 4-Bike,Getaway Inn,France,2014,5,2014-05-01,6
LL Road Pedal,Getaway Inn,France,2014,5,2014-05-01,2
"Road-350-W Yellow, 48",Getaway Inn,France,2014,5,2014-05-01,11
"ML Road Frame-W - Yellow, 38",Getaway Inn,France,2014,5,2014-05-01,2
"Long-Sleeve Logo Jersey, L",Getaway Inn,France,2014,5,2014-05-01,15
Patch Kit/8 Patches,Getaway Inn,France,2014,5,2014-05-01,5
Water Bottle - 30 oz.,Getaway Inn,France,2014,5,2014-05-01,6
"Road-550-W Yellow, 38",Getaway Inn,France,2013,1,2013-01-28,2
"Road-650 Black, 52",Getaway Inn,France,2013,1,2013-01-28,8
"LL Road Frame - Black, 58",Getaway Inn,France,2013,1,2013-01-28,1
"Road-650 Black, 60",Getaway Inn,France,2013,1,2013-01-28,4
"Road-250 Black, 44",Getaway Inn,France,2013,1,2013-01-28,5
"LL Road Frame - Red, 62",Getaway Inn,France,2013,1,2013-01-28,3
"LL Road Frame - Red, 48",Getaway Inn,France,2013,1,2013-01-28,1
"Half-Finger Gloves, S",Getaway Inn,France,2013,1,2013-01-28,1
"Road-250 Black, 48",Getaway Inn,France,2013,1,2013-01-28,1
"Road-550-W Yellow, 40",Getaway Inn,France,2013,1,2013-01-28,1
"Road-650 Red, 62",Getaway Inn,France,2013,1,2013-01-28,3
"ML Road Frame-W - Yellow, 48",Getaway Inn,France,2013,1,2013-01-28,5
"Road-650 Black, 58",Getaway Inn,France,2013,1,2013-01-28,1
"LL Road Frame - Red, 60",Getaway Inn,France,2013,1,2013-01-28,4
"LL Road Frame - Black, 52",Getaway Inn,France,2013,1,2013-01-28,3
"ML Road Frame-W - Yellow, 38",Getaway Inn,France,2013,1,2013-01-28,2
"ML Road Frame-W - Yellow, 44",Getaway Inn,France,2013,1,2013-01-28,1
"Road-650 Red, 44",Getaway Inn,France,2013,1,2013-01-28,7
"Road-650 Black, 44",Getaway Inn,France,2013,1,2013-01-28,3
"Road-250 Red, 44",Getaway Inn,France,2013,1,2013-01-28,1
"Road-550-W Yellow, 48",Getaway Inn,France,2013,10,2013-10-30,5
"Long-Sleeve Logo Jersey, XL",Getaway Inn,France,2013,10,2013-10-30,4
"LL Road Frame - Black, 52",Getaway Inn,France,2013,10,2013-10-30,1
AWC Logo Cap,Getaway Inn,France,2013,10,2013-10-30,8
"Classic Vest, S",Getaway Inn,France,2013,10,2013-10-30,3
"HL Road Frame - Red, 62",Getaway Inn,France,2013,10,2013-10-30,2
"Half-Finger Gloves, S",Getaway Inn,France,2013,10,2013-10-30,6
"ML Road Frame-W - Yellow, 48",Getaway Inn,France,2013,10,2013-10-30,2
HL Road Pedal,Getaway Inn,France,2013,10,2013-10-30,5
"HL Road Frame - Black, 44",Getaway Inn,France,2013,10,2013-10-30,2
"Racing Socks, L",Getaway Inn,France,2013,10,2013-10-30,2
"Road-350-W Yellow, 48",Getaway Inn,France,2013,10,2013-10-30,13
Hitch Rack - 4-Bike,Getaway Inn,France,2013,10,2013-10-30,8
"LL Road Frame - Black, 58",Getaway Inn,France,2013,10,2013-10-30,1
"Road-550-W Yellow, 42",Getaway Inn,France,2013,10,2013-10-30,2
"ML Road Frame-W - Yellow, 44",Getaway Inn,France,2013,10,2013-10-30,1
"Classic Vest, M",Getaway Inn,France,2013,10,2013-10-30,4
Hydration Pack - 70 oz.,Getaway Inn,France,2013,10,2013-10-30,7
"Sport-100 Helmet, Red",Getaway Inn,France,2013,10,2013-10-30,12
LL Road Pedal,Getaway Inn,France,2013,10,2013-10-30,2
"Short-Sleeve Classic Jersey, XL",Getaway Inn,France,2013,10,2013-10-30,20
"ML Road Frame-W - Yellow, 38",Getaway Inn,France,2013,10,2013-10-30,3
"Half-Finger Gloves, L",Getaway Inn,France,2013,10,2013-10-30,9
"Sport-100 Helmet, Black",Getaway Inn,France,2013,10,2013-10-30,10
"Road-250 Black, 52",Getaway Inn,France,2013,10,2013-10-30,2
"Road-750 Black, 58",Getaway Inn,France,2013,10,2013-10-30,3
HL Road Handlebars,Getaway Inn,France,2013,10,2013-10-30,2
"Long-Sleeve Logo Jersey, L",Getaway Inn,France,2013,10,2013-10-30,6
Patch Kit/8 Patches,Getaway Inn,France,2013,10,2013-10-30,5
"Road-550-W Yellow, 38",Getaway Inn,France,2013,10,2013-10-30,3
"Short-Sleeve Classic Jersey, L",Getaway Inn,France,2013,10,2013-10-30,5
"Road-350-W Yellow, 40",Getaway Inn,France,2013,10,2013-10-30,3
"Half-Finger Gloves, M",Getaway Inn,France,2013,10,2013-10-30,5
"Short-Sleeve Classic Jersey, S",Getaway Inn,France,2013,10,2013-10-30,3
"Sport-100 Helmet, Blue",Getaway Inn,France,2013,10,2013-10-30,9
"Road-350-W Yellow, 42",Getaway Inn,France,2013,10,2013-10-30,4
"Road-750 Black, 48",Getaway Inn,France,2013,10,2013-10-30,8
Bike Wash - Dissolver,Getaway Inn,France,2013,10,2013-10-30,12
Water Bottle - 30 oz.,Getaway Inn,France,2013,10,2013-10-30,12
ML Road Pedal,Getaway Inn,France,2013,10,2013-10-30,1
"Long-Sleeve Logo Jersey, M",Getaway Inn,France,2013,10,2013-10-30,4
"Road-750 Black, 52",Getaway Inn,France,2013,10,2013-10-30,1
"HL Road Frame - Black, 44",Getaway Inn,France,2012,7,2012-07-31,1
"Road-550-W Yellow, 38",Getaway Inn,France,2012,7,2012-07-31,5
"HL Road Frame - Red, 62",Getaway Inn,France,2012,7,2012-07-31,3
